"cluster_membership","lat_round","lon_round"
"16",41.535,-72.801
"16",41.535,-72.801
"16",41.535,-72.801
"16",41.535,-72.801
"16",41.535,-72.801
"14",41.928,-72.647
"14",41.928,-72.647
"14",41.928,-72.647
"13",41.607,-72.677
"13",41.607,-72.677
"13",41.607,-72.677
"13",41.583,-72.65
"13",41.583,-72.65
"13",41.583,-72.65
"13",41.714,-72.613
"13",41.714,-72.613
"13",41.714,-72.613
"13",41.731,-72.608
"13",41.731,-72.608
"13",41.731,-72.608
"13",41.731,-72.608
"13",41.731,-72.608
"13",41.731,-72.608
"4",41.12,-73.372
"4",41.12,-73.372
"4",41.12,-73.372
"13",41.523,-72.75
"16",41.523,-72.75
"16",41.523,-72.75
"13",41.536,-72.732
"13",41.536,-72.732
"13",41.536,-72.732
"2",41.772,-72.88
"2",41.772,-72.88
"2",41.772,-72.88
"2",41.784,-72.869
"2",41.784,-72.869
"2",41.784,-72.869
"2",41.784,-72.869
"2",41.784,-72.869
"2",41.784,-72.869
"14",42.002,-72.522
"14",42.002,-72.522
"14",42.002,-72.522
"8",41.854,-72.697
"8",41.854,-72.697
"8",41.854,-72.697
"14",41.803,-72.617
"8",41.803,-72.617
"14",41.803,-72.617
"14",41.805,-72.534
"14",41.805,-72.534
"14",41.805,-72.534
"14",41.805,-72.534
"14",41.805,-72.534
"14",41.805,-72.534
"14",41.827,-72.493
"14",41.827,-72.493
"14",41.827,-72.493
"14",41.836,-72.455
"14",41.836,-72.455
"14",41.836,-72.455
"3",41.046,-73.543
"3",41.046,-73.543
"3",41.046,-73.542
"3",41.046,-73.542
"3",41.066,-73.534
"3",41.066,-73.534
"3",41.066,-73.534
"3",41.066,-73.534
"3",41.066,-73.534
"3",41.066,-73.534
"9",41.334,-72.945
"7",41.334,-72.945
"9",41.334,-72.945
"7",41.334,-72.945
"9",41.347,-72.934
"9",41.347,-72.934
"9",41.347,-72.934
"10",41.532,-73.043
"10",41.532,-73.043
"10",41.532,-73.043
"14",41.747,-72.564
"14",41.747,-72.564
"13",41.747,-72.564
"14",41.768,-72.531
"14",41.768,-72.531
"14",41.768,-72.531
"14",41.767,-72.527
"14",41.767,-72.527
"14",41.81,-72.547
"14",41.81,-72.547
"14",41.81,-72.547
"14",41.81,-72.547
"14",41.81,-72.547
"14",41.81,-72.547
"14",41.863,-72.483
"14",41.863,-72.483
"14",41.863,-72.483
"19",41.883,-72.376
"19",41.883,-72.376
"14",41.883,-72.376
"18",41.59,-72.402
"18",41.59,-72.402
"18",41.59,-72.402
"18",41.58,-72.35
"18",41.58,-72.35
"18",41.58,-72.35
"18",41.555,-72.11
"18",41.555,-72.11
"18",41.555,-72.11
"18",41.565,-72.078
"18",41.565,-72.078
"18",41.565,-72.078
"14",41.904,-72.68
"8",41.904,-72.68
"8",41.904,-72.68
"14",41.941,-72.739
"14",41.941,-72.739
"2",41.941,-72.739
"15",41.606,-72.75
"15",41.606,-72.75
"15",41.606,-72.75
"16",41.54,-72.819
"16",41.54,-72.819
"16",41.54,-72.819
"16",41.54,-72.819
"15",41.69,-72.758
"15",41.69,-72.758
"15",41.69,-72.758
"15",41.69,-72.758
"15",41.69,-72.758
"15",41.69,-72.758
"15",41.589,-72.761
"15",41.589,-72.761
"15",41.589,-72.761
"16",41.548,-72.784
"16",41.548,-72.784
"16",41.548,-72.784
"16",41.548,-72.784
"16",41.548,-72.784
"16",41.548,-72.784
"13",41.485,-72.572
"13",41.485,-72.572
"11",41.485,-72.572
"11",41.373,-72.434
"11",41.373,-72.434
"11",41.373,-72.434
"11",41.328,-72.389
"11",41.328,-72.389
"11",41.328,-72.389
"14",41.918,-72.542
"14",41.918,-72.542
"14",41.918,-72.542
"2",41.878,-72.802
"2",41.878,-72.802
"2",41.878,-72.802
"14",41.946,-72.665
"14",41.946,-72.665
"14",41.946,-72.665
"8",41.699,-72.737
"15",41.699,-72.737
"15",41.699,-72.737
"8",41.698,-72.737
"15",41.698,-72.737
"15",41.698,-72.737
"2",41.75,-72.873
"2",41.75,-72.873
"2",41.75,-72.873
"2",41.673,-72.894
"2",41.673,-72.894
"2",41.673,-72.894
"10",41.456,-73.04
"10",41.456,-73.04
"10",41.456,-73.04
"10",41.456,-73.04
"10",41.456,-73.04
"10",41.456,-73.04
"14",41.759,-72.619
"8",41.759,-72.619
"8",41.759,-72.619
"14",41.759,-72.619
"8",41.759,-72.619
"8",41.759,-72.619
"15",41.687,-72.808
"15",41.687,-72.808
"15",41.687,-72.808
"2",41.929,-72.776
"2",41.929,-72.776
"2",41.929,-72.776
"2",41.811,-72.923
"2",41.811,-72.923
"2",41.811,-72.923
"2",41.677,-72.938
"2",41.677,-72.938
"2",41.677,-72.938
"2",41.678,-72.94
"2",41.678,-72.94
"2",41.678,-72.94
"17",41.294,-73.107
"17",41.294,-73.107
"17",41.294,-73.107
"5",41.397,-73.236
"5",41.397,-73.236
"5",41.397,-73.236
"3",41.094,-73.519
"3",41.094,-73.519
"3",41.094,-73.519
"13",41.521,-72.608
"13",41.521,-72.608
"13",41.521,-72.608
"13",41.549,-72.691
"13",41.549,-72.691
"13",41.549,-72.691
"13",41.549,-72.691
"13",41.549,-72.691
"13",41.549,-72.691
"10",41.549,-73.065
"10",41.549,-73.065
"10",41.549,-73.065
"17",41.326,-73.149
"17",41.326,-73.149
"17",41.326,-73.149
"6",41.29,-73.283
"6",41.29,-73.283
"6",41.29,-73.283
"14",41.784,-72.512
"14",41.784,-72.512
"14",41.784,-72.512
"14",41.784,-72.512
"14",41.784,-72.512
"14",41.784,-72.512
"19",41.999,-72.152
"19",41.999,-72.152
"19",41.999,-72.152
"18",41.601,-71.954
"18",41.601,-71.954
"18",41.601,-71.954
"18",41.659,-71.925
"18",41.659,-71.925
"18",41.659,-71.925
"18",41.715,-71.896
"18",41.715,-71.896
"18",41.715,-71.896
"18",41.817,-71.884
"18",41.817,-71.884
"18",41.817,-71.884
"18",41.847,-71.879
"18",41.847,-71.879
"18",41.847,-71.879
"18",41.848,-71.879
"18",41.848,-71.879
"18",41.848,-71.879
"18",41.515,-72.062
"18",41.515,-72.062
"18",41.515,-72.062
"18",41.515,-72.062
"18",41.515,-72.062
"18",41.515,-72.062
"18",41.897,-71.892
"18",41.897,-71.892
"18",41.897,-71.892
"18",41.897,-71.892
"18",41.897,-71.892
"18",41.897,-71.892
"18",41.796,-71.87
"18",41.796,-71.87
"18",41.796,-71.87
"5",41.612,-73.504
"5",41.612,-73.504
"5",41.612,-73.504
"13",41.517,-72.714
"13",41.517,-72.714
"13",41.517,-72.714
"5",41.39,-73.338
"5",41.39,-73.338
"5",41.39,-73.338
"5",41.36,-73.425
"5",41.36,-73.425
"5",41.36,-73.425
"5",41.34,-73.392
"5",41.34,-73.392
"5",41.34,-73.392
"7",41.315,-72.931
"7",41.315,-72.931
"7",41.315,-72.931
"7",41.315,-72.931
"7",41.315,-72.931
"7",41.315,-72.931
"5",41.451,-73.516
"5",41.451,-73.516
"5",41.451,-73.516
"5",41.433,-73.493
"5",41.433,-73.493
"5",41.433,-73.493
"11",41.437,-72.367
"11",41.437,-72.367
"11",41.437,-72.367
"17",41.28,-73.185
"6",41.28,-73.185
"6",41.28,-73.185
"17",41.295,-73.147
"17",41.295,-73.147
"17",41.295,-73.147
"6",41.21,-73.019
"6",41.21,-73.019
"6",41.21,-73.019
"4",41.112,-73.423
"6",41.216,-73.253
"10",41.553,-73.011
"10",41.553,-73.011
"10",41.553,-73.011
"20",41.523,-72.935
"20",41.523,-72.935
"20",41.523,-72.935
"20",41.523,-72.998
"10",41.523,-72.998
"10",41.523,-72.998
"20",41.523,-72.998
"10",41.523,-72.998
"10",41.523,-72.998
"10",41.467,-73.02
"10",41.467,-73.02
"10",41.467,-73.02
"10",41.467,-73.02
"10",41.405,-73
"9",41.405,-73
"10",41.405,-73
"17",41.392,-73.053
"17",41.392,-73.053
"17",41.392,-73.053
"16",41.403,-72.744
"16",41.403,-72.744
"16",41.403,-72.744
"9",41.321,-72.859
"9",41.321,-72.859
"9",41.321,-72.859
"16",41.369,-72.811
"9",41.369,-72.811
"9",41.369,-72.811
"11",41.331,-72.756
"11",41.331,-72.756
"11",41.331,-72.756
"11",41.346,-72.723
"11",41.346,-72.723
"11",41.346,-72.723
"11",41.353,-72.688
"11",41.353,-72.688
"11",41.353,-72.688
"10",41.465,-73.147
"17",41.465,-73.147
"5",41.465,-73.147
"17",41.426,-73.144
"17",41.426,-73.144
"17",41.426,-73.144
"9",41.434,-72.945
"9",41.434,-72.945
"10",41.434,-72.945
"8",41.751,-72.687
"8",41.751,-72.687
"8",41.751,-72.687
"8",41.751,-72.686
"8",41.751,-72.686
"8",41.751,-72.686
"19",41.863,-72.183
"19",41.863,-72.183
"19",41.863,-72.183
"19",41.88,-72.128
"19",41.88,-72.128
"19",41.88,-72.128
"18",41.594,-71.933
"18",41.594,-71.933
"18",41.594,-71.933
"18",41.791,-72.015
"18",41.791,-72.015
"18",41.791,-72.015
"18",41.785,-72.056
"18",41.785,-72.056
"18",41.785,-72.056
"18",41.77,-72.071
"19",41.77,-72.071
"19",41.77,-72.071
"19",41.71,-72.206
"19",41.71,-72.206
"19",41.71,-72.206
"18",41.576,-71.887
"18",41.576,-71.887
"18",41.576,-71.887
"18",41.49,-71.992
"18",41.49,-71.992
"18",41.49,-71.992
"12",41.437,-71.882
"12",41.437,-71.882
"12",41.437,-71.882
"12",41.341,-72.068
"12",41.341,-72.068
"12",41.341,-72.068
"12",41.341,-72.068
"18",41.545,-72.305
"18",41.545,-72.305
"18",41.545,-72.305
"11",41.377,-72.346
"11",41.377,-72.346
"11",41.377,-72.346
"18",41.463,-72.246
"12",41.463,-72.246
"18",41.463,-72.246
"12",41.418,-72.198
"12",41.418,-72.198
"12",41.418,-72.198
"12",41.38,-72.081
"12",41.38,-72.081
"12",41.38,-72.081
"12",41.38,-72.081
"12",41.38,-72.081
"12",41.38,-72.081
"18",41.456,-71.97
"18",41.456,-71.97
"18",41.456,-71.97
"18",41.456,-71.97
"18",41.456,-71.97
"18",41.456,-71.97
"18",41.538,-71.952
"18",41.538,-71.952
"18",41.538,-71.952
"19",41.604,-72.272
"18",41.604,-72.272
"18",41.604,-72.272
"19",41.628,-72.306
"18",41.628,-72.306
"18",41.628,-72.306
"18",41.702,-71.981
"18",41.702,-71.981
"18",41.702,-71.981
"14",42.023,-72.553
"14",42.023,-72.553
"14",42.023,-72.553
"19",41.969,-72.238
"19",41.969,-72.238
"19",41.969,-72.238
"19",41.818,-72.393
"19",41.818,-72.393
"19",41.818,-72.393
"19",41.789,-72.429
"19",41.789,-72.429
"19",41.789,-72.429
"19",41.804,-72.305
"19",41.804,-72.305
"19",41.804,-72.305
"19",41.826,-72.282
"19",41.826,-72.282
"19",41.826,-72.282
"8",41.774,-72.698
"8",41.774,-72.698
"8",41.774,-72.698
"2",41.681,-72.966
"2",41.681,-72.966
"2",41.681,-72.966
"2",41.681,-72.966
"2",41.681,-72.966
"2",41.681,-72.966
"13",41.608,-72.591
"13",41.608,-72.591
"13",41.608,-72.591
"18",41.565,-72.543
"13",41.565,-72.543
"13",41.565,-72.543
"13",41.46,-72.663
"13",41.46,-72.663
"13",41.46,-72.663
"13",41.459,-72.663
"13",41.459,-72.663
"13",41.459,-72.663
"8",41.76,-72.743
"8",41.76,-72.743
"8",41.76,-72.743
"8",41.76,-72.743
"8",41.76,-72.743
"8",41.76,-72.743
"14",41.998,-72.646
"14",41.998,-72.646
"14",41.998,-72.646
"14",42.011,-72.729
"14",42.011,-72.729
"2",42.011,-72.729
"11",41.386,-72.604
"11",41.386,-72.604
"11",41.386,-72.604
"2",41.894,-72.893
"2",41.894,-72.893
"2",41.894,-72.893
"2",41.996,-72.824
"2",41.996,-72.824
"2",41.996,-72.824
"14",41.984,-72.465
"14",41.984,-72.465
"14",41.984,-72.465
"19",41.776,-72.223
"19",41.776,-72.223
"19",41.776,-72.223
"19",41.767,-72.3
"19",41.767,-72.3
"19",41.767,-72.3
"19",41.75,-72.403
"19",41.75,-72.403
"19",41.75,-72.403
"19",41.717,-72.3
"19",41.717,-72.3
"19",41.717,-72.3
"19",41.69,-72.325
"19",41.69,-72.325
"19",41.69,-72.325
"18",41.665,-72.361
"18",41.665,-72.361
"18",41.665,-72.361
"19",41.686,-72.415
"18",41.686,-72.415
"18",41.686,-72.415
"18",41.654,-72.411
"18",41.654,-72.411
"18",41.654,-72.411
"11",41.471,-72.447
"11",41.471,-72.447
"11",41.471,-72.447
"11",41.498,-72.46
"11",41.498,-72.46
"11",41.498,-72.46
"11",41.366,-72.475
"11",41.366,-72.475
"11",41.366,-72.475
"11",41.345,-72.451
"11",41.345,-72.451
"11",41.345,-72.451
"11",41.357,-72.52
"11",41.357,-72.52
"11",41.357,-72.52
"11",41.32,-72.442
"11",41.32,-72.442
"11",41.32,-72.442
"5",41.599,-73.437
"5",41.599,-73.437
"6",41.233,-73.045
"13",41.652,-72.669
"13",41.652,-72.668
"13",41.652,-72.669
"8",41.727,-72.708
"8",41.727,-72.708
"8",41.727,-72.708
"13",41.668,-72.638
"13",41.668,-72.638
"13",41.668,-72.638
"13",41.706,-72.663
"13",41.706,-72.663
"13",41.706,-72.663
"8",41.78,-72.689
"8",41.78,-72.689
"8",41.78,-72.689
"13",41.623,-72.679
"13",41.623,-72.679
"13",41.623,-72.679
"13",41.623,-72.679
"8",41.752,-72.66
"8",41.752,-72.66
"8",41.741,-72.683
"8",41.741,-72.683
"14",41.741,-72.683
"8",41.757,-72.714
"8",41.757,-72.714
"8",41.757,-72.714
"8",41.762,-72.668
"8",41.762,-72.668
"8",41.762,-72.668
"8",41.766,-72.672
"8",41.715,-72.691
"13",41.715,-72.691
"8",41.715,-72.691
"13",41.66,-72.681
"13",41.686,-72.652
"13",41.686,-72.652
"13",41.686,-72.652
"8",41.686,-72.652
"8",41.733,-72.662
"8",41.733,-72.662
"13",41.733,-72.662
"14",41.743,-72.667
"8",41.752,-72.686
"16",41.546,-72.715
"13",41.511,-72.671
"13",41.511,-72.671
"13",41.511,-72.671
"13",41.511,-72.671
"13",41.511,-72.671
"11",41.309,-72.614
"11",41.309,-72.614
"11",41.309,-72.614
"11",41.429,-72.604
"13",41.429,-72.604
"11",41.429,-72.604
"11",41.419,-72.712
"13",41.419,-72.712
"13",41.419,-72.712
"11",41.31,-72.398
"11",41.31,-72.397
"11",41.31,-72.398
"11",41.289,-72.539
"11",41.289,-72.538
"11",41.289,-72.539
"11",41.33,-72.722
"11",41.33,-72.722
"11",41.357,-72.639
"11",41.357,-72.639
"11",41.37,-72.564
"11",41.37,-72.564
"11",41.37,-72.564
"11",41.293,-72.43
"11",41.293,-72.43
"11",41.293,-72.43
"11",41.338,-72.557
"11",41.338,-72.556
"11",41.265,-72.695
"11",41.264,-72.695
"11",41.265,-72.695
"7",41.39,-72.649
"11",41.39,-72.649
"11",41.3,-72.708
"11",41.3,-72.708
"11",41.3,-72.708
"11",41.351,-72.406
"11",41.351,-72.406
"11",41.351,-72.406
"11",41.443,-72.506
"11",41.443,-72.506
"11",41.443,-72.506
"11",41.286,-72.601
"11",41.286,-72.601
"11",41.286,-72.601
"11",41.404,-72.473
"11",41.404,-72.473
"11",41.404,-72.473
"16",41.47,-72.742
"16",41.47,-72.742
"13",41.47,-72.742
"11",41.29,-72.469
"11",41.275,-72.498
"11",41.275,-72.498
"11",41.275,-72.498
"11",41.397,-72.689
"11",41.397,-72.689
"11",41.397,-72.689
"11",41.324,-72.491
"11",41.324,-72.491
"11",41.324,-72.491
"11",41.292,-72.733
"11",41.292,-72.733
"11",41.292,-72.733
"11",41.293,-72.578
"11",41.293,-72.578
"11",41.293,-72.578
"11",41.373,-72.434
"11",41.373,-72.434
"11",41.328,-72.389
"11",41.328,-72.389
"11",41.328,-72.389
"11",41.328,-72.389
"11",41.328,-72.389
"13",41.518,-72.714
"13",41.518,-72.714
"11",41.437,-72.366
"11",41.437,-72.366
"11",41.437,-72.366
"11",41.437,-72.366
"11",41.347,-72.723
"11",41.347,-72.723
"11",41.353,-72.688
"11",41.353,-72.688
"13",41.46,-72.663
"13",41.46,-72.663
"13",41.46,-72.663
"11",41.46,-72.663
"13",41.46,-72.663
"11",41.386,-72.604
"11",41.345,-72.451
"11",41.357,-72.52
"11",41.357,-72.52
"12",41.32,-72.442
"11",41.32,-72.442
"12",41.33,-72.167
"12",41.33,-72.167
"12",41.329,-72.124
"12",41.329,-72.124
"12",41.329,-72.125
"12",41.46,-71.927
"18",41.46,-71.927
"12",41.46,-71.927
"11",41.32,-72.352
"11",41.32,-72.352
"11",41.32,-72.352
"11",41.32,-72.352
"12",41.389,-72.171
"12",41.389,-72.171
"12",41.389,-72.171
"12",41.354,-72.098
"12",41.354,-72.098
"12",41.354,-72.098
"12",41.344,-72.01
"12",41.344,-72.01
"12",41.344,-72.01
"12",41.429,-71.809
"12",41.429,-71.809
"12",41.35,-71.964
"12",41.35,-71.964
"12",41.35,-71.964
"12",41.382,-71.98
"12",41.382,-71.98
"12",41.382,-71.98
"12",41.36,-72.048
"12",41.36,-72.048
"12",41.36,-72.049
"12",41.318,-72.27
"12",41.318,-72.27
"11",41.322,-72.307
"11",41.322,-72.307
"11",41.322,-72.307
"18",41.472,-71.96
"18",41.472,-71.96
"12",41.353,-71.887
"12",41.353,-71.887
"12",41.354,-71.887
"11",41.306,-72.297
"11",41.306,-72.297
"12",41.306,-72.297
"12",41.311,-72.142
"12",41.311,-72.142
"12",41.311,-72.142
"18",41.426,-72.056
"12",41.426,-72.056
"18",41.426,-72.056
"18",41.386,-72.013
"12",41.386,-72.013
"12",41.386,-72.013
"12",41.337,-71.9
"12",41.337,-71.9
"12",41.336,-72.222
"12",41.336,-72.222
"12",41.336,-72.222
"12",41.355,-72.15
"12",41.355,-72.15
"12",41.355,-72.15
"12",41.378,-72.139
"12",41.378,-72.139
"12",41.378,-72.139
"12",41.376,-71.953
"12",41.376,-71.953
"12",41.376,-71.953
"12",41.394,-71.862
"13",41.394,-71.862
"12",41.406,-71.845
"12",41.406,-71.845
"12",41.406,-71.845
"12",41.412,-72.127
"12",41.412,-72.127
"18",41.576,-71.887
"18",41.576,-71.887
"18",41.576,-71.887
"12",41.437,-71.881
"12",41.342,-72.069
"12",41.342,-72.069
"12",41.342,-72.069
"12",41.38,-72.081
"12",41.38,-72.081
"18",41.456,-71.971
"18",41.456,-71.971
"18",41.456,-71.971
"18",41.538,-71.952
"18",41.538,-71.952
"18",41.538,-71.952
"1",42.009,-73.181
"1",42.009,-73.181
"1",42.009,-73.181
"1",41.928,-73.383
"1",41.928,-73.383
"5",41.682,-73.487
"5",41.682,-73.487
"5",41.682,-73.487
"1",41.967,-73.122
"1",41.967,-73.122
"1",41.967,-73.122
"1",41.821,-73.296
"1",41.821,-73.296
"1",41.821,-73.296
"10",41.586,-73.083
"10",41.586,-73.083
"10",41.586,-73.083
"1",41.717,-73.261
"1",41.717,-73.261
"1",41.717,-73.261
"2",41.693,-73.054
"10",41.693,-73.054
"1",41.693,-73.054
"1",41.788,-73.093
"1",41.788,-73.092
"1",41.788,-73.093
"10",41.664,-73.074
"10",41.664,-73.074
"10",41.664,-73.074
"1",41.922,-73.049
"1",41.922,-73.049
"1",41.922,-73.049
"2",41.668,-73.02
"2",41.668,-73.02
"2",41.668,-73.02
"2",41.817,-72.971
"2",41.817,-72.971
"1",41.817,-72.971
"1",41.894,-72.996
"1",41.894,-72.996
"2",41.783,-72.99
"2",41.783,-72.99
"2",41.783,-72.99
"1",41.828,-73.016
"1",41.828,-73.016
"1",41.828,-73.016
"1",41.823,-73.077
"1",41.823,-73.077
"1",41.823,-73.077
"1",41.886,-72.966
"1",41.886,-72.966
"1",41.886,-72.966
"2",41.767,-72.962
"2",41.767,-72.962
"2",41.767,-72.962
"10",41.63,-73.057
"10",41.63,-73.056
"2",41.63,-73.056
"10",41.603,-73.112
"10",41.603,-73.112
"10",41.603,-73.112
"1",41.766,-73.178
"1",41.766,-73.178
"10",41.737,-73.097
"1",41.737,-73.097
"1",42.015,-73.326
"1",42.015,-73.326
"1",42.015,-73.326
"5",41.791,-73.426
"5",41.791,-73.426
"1",41.791,-73.426
"10",41.57,-73.095
"10",41.57,-73.095
"10",41.57,-73.095
"1",41.736,-73.218
"1",41.736,-73.218
"1",41.736,-73.218
"10",41.667,-73.17
"10",41.667,-73.17
"10",41.667,-73.17
"1",41.823,-73.055
"1",41.823,-73.055
"1",41.823,-73.055
"1",41.757,-73.053
"1",41.757,-73.053
"1",42.003,-73.221
"1",41.915,-73.022
"1",41.915,-73.022
"1",41.873,-73.088
"1",41.873,-73.088
"1",41.873,-73.088
"2",41.851,-72.949
"1",41.851,-72.949
"1",41.862,-73.4
"1",41.862,-73.4
"1",41.862,-73.4
"1",41.797,-73.222
"1",41.797,-73.222
"1",41.797,-73.222
"1",41.981,-73.418
"1",41.981,-73.418
"1",41.981,-73.418
"1",41.803,-73.163
"1",41.803,-73.163
"1",41.803,-73.163
"1",41.992,-73.04
"1",41.992,-73.04
"1",41.992,-73.04
"1",41.979,-72.982
"1",41.979,-72.982
"1",41.979,-72.982
"1",41.781,-73.136
"1",41.781,-73.136
"1",41.781,-73.136
"5",41.722,-73.475
"5",41.722,-73.475
"5",41.722,-73.475
"1",41.669,-73.365
"1",41.669,-73.365
"5",41.669,-73.365
"2",41.894,-72.893
"2",41.894,-72.893
"16",41.936,-72.385
"19",41.936,-72.385
"14",41.966,-72.553
"14",41.966,-72.553
"19",41.964,-72.305
"19",41.964,-72.305
"19",41.964,-72.305
"14",41.949,-72.492
"14",41.949,-72.492
"14",41.931,-72.686
"14",41.931,-72.686
"14",41.931,-72.686
"14",41.931,-72.686
"14",41.931,-72.686
"14",41.93,-72.629
"14",41.93,-72.629
"14",41.93,-72.629
"15",41.93,-72.629
"14",41.93,-72.629
"19",41.978,-72.383
"14",41.977,-72.383
"19",41.978,-72.383
"14",41.981,-72.657
"14",41.981,-72.657
"14",41.981,-72.657
"8",41.876,-72.565
"14",41.876,-72.565
"14",41.876,-72.565
"8",41.867,-72.675
"8",41.867,-72.675
"8",41.867,-72.675
"14",41.989,-72.592
"14",41.989,-72.592
"14",41.989,-72.592
"14",41.989,-72.592
"2",41.867,-72.816
"2",41.867,-72.816
"2",41.867,-72.816
"2",41.966,-72.855
"1",41.966,-72.855
"14",41.897,-72.394
"14",41.897,-72.394
"19",41.945,-72.318
"19",41.945,-72.318
"19",41.945,-72.318
"8",41.877,-72.611
"14",41.877,-72.611
"14",41.877,-72.611
"2",41.954,-72.794
"2",41.954,-72.794
"2",41.954,-72.794
"1",41.998,-72.888
"8",41.998,-72.888
"1",41.998,-72.888
"2",42.01,-72.867
"2",42.01,-72.867
"1",41.946,-72.911
"1",41.946,-72.911
"14",41.919,-72.71
"14",41.919,-72.71
"8",41.919,-72.71
"14",41.946,-72.605
"14",41.946,-72.605
"14",41.946,-72.605
"14",41.946,-72.605
"14",41.946,-72.605
"14",41.96,-72.592
"14",41.96,-72.592
"14",41.96,-72.592
"14",42.021,-72.585
"14",42.021,-72.585
"14",42.021,-72.585
"14",41.928,-72.647
"14",41.928,-72.647
"8",41.928,-72.647
"14",42.002,-72.522
"14",42.002,-72.521
"14",42.002,-72.521
"8",41.854,-72.697
"8",41.854,-72.697
"8",41.854,-72.697
"8",41.854,-72.697
"14",41.904,-72.68
"8",41.904,-72.68
"8",41.904,-72.68
"14",41.918,-72.542
"14",41.918,-72.542
"14",41.918,-72.542
"2",41.879,-72.802
"2",41.879,-72.802
"2",41.878,-72.802
"2",41.878,-72.802
"14",41.947,-72.665
"14",41.947,-72.665
"14",41.947,-72.665
"2",41.929,-72.776
"2",41.929,-72.776
"14",42.023,-72.553
"14",41.998,-72.646
"14",41.998,-72.646
"14",42.012,-72.729
"2",41.996,-72.824
"14",41.984,-72.465
"14",41.984,-72.465
"14",41.984,-72.465
"19",41.984,-72.465
"14",41.864,-72.523
"14",41.864,-72.523
"14",41.864,-72.523
"14",41.864,-72.523
"14",41.864,-72.523
"19",41.873,-72.338
"19",41.873,-72.338
"19",41.979,-72.094
"19",41.979,-72.094
"19",41.979,-72.094
"19",41.861,-72.403
"14",41.861,-72.403
"19",41.985,-72.192
"19",41.985,-72.192
"18",41.89,-71.956
"18",41.89,-71.956
"18",41.979,-71.852
"18",41.979,-71.852
"18",41.979,-71.852
"19",41.952,-72.195
"19",41.952,-72.195
"19",41.803,-72.441
"14",41.803,-72.441
"14",41.803,-72.441
"14",41.854,-72.452
"14",41.854,-72.452
"14",41.854,-72.452
"14",41.854,-72.452
"14",41.854,-72.452
"19",41.926,-72.252
"19",42.029,-72.14
"19",42.029,-72.14
"19",41.891,-72.289
"18",41.929,-71.886
"18",41.929,-71.886
"18",41.93,-71.886
"19",41.94,-72.237
"19",41.94,-72.237
"18",41.987,-71.914
"18",41.987,-71.914
"18",41.987,-71.914
"14",41.779,-72.465
"19",41.779,-72.465
"14",41.779,-72.465
"18",41.962,-72.018
"19",41.962,-72.018
"18",41.962,-72.018
"18",41.87,-71.988
"18",41.87,-71.988
"18",41.87,-71.988
"19",41.987,-72.261
"19",41.987,-72.261
"19",41.987,-72.261
"18",42.012,-71.852
"18",41.871,-72.065
"19",41.871,-72.065
"18",41.872,-71.821
"18",41.872,-71.822
"18",41.872,-71.822
"18",41.623,-71.942
"18",41.623,-71.942
"18",41.675,-71.879
"18",41.675,-71.879
"18",41.675,-71.879
"18",41.746,-71.88
"18",41.746,-71.88
"18",41.746,-71.88
"18",41.768,-71.971
"18",41.768,-71.971
"18",41.768,-71.971
"18",41.798,-71.887
"18",41.798,-71.887
"18",41.607,-71.851
"18",41.607,-71.851
"18",41.607,-71.851
"18",41.714,-71.823
"18",41.714,-71.823
"18",41.714,-71.823
"14",41.836,-72.455
"14",41.836,-72.455
"14",41.836,-72.455
"14",41.836,-72.455
"14",41.864,-72.483
"14",41.864,-72.483
"19",41.883,-72.376
"19",41.883,-72.376
"14",41.883,-72.376
"19",41.883,-72.376
"19",41.999,-72.152
"18",41.601,-71.954
"18",41.601,-71.954
"18",41.601,-71.954
"18",41.715,-71.896
"18",41.715,-71.896
"18",41.715,-71.896
"18",41.848,-71.879
"18",41.848,-71.879
"18",41.848,-71.879
"18",41.897,-71.892
"18",41.897,-71.892
"18",41.796,-71.87
"18",41.796,-71.87
"18",41.796,-71.87
"18",41.594,-71.933
"18",41.792,-72.015
"18",41.792,-72.015
"18",41.792,-72.015
"18",41.77,-72.07
"19",41.77,-72.07
"19",41.77,-72.07
"18",41.702,-71.981
"18",41.702,-71.981
"18",41.702,-71.981
"19",41.969,-72.238
"19",41.818,-72.393
"19",41.818,-72.393
"19",41.789,-72.429
"19",41.789,-72.429
"19",41.789,-72.429
"13",41.56,-72.651
"13",41.559,-72.651
"13",41.56,-72.651
"13",41.56,-72.651
"13",41.511,-72.593
"13",41.581,-72.624
"13",41.581,-72.624
"13",41.581,-72.624
"13",41.562,-72.574
"13",41.562,-72.574
"13",41.562,-72.574
"18",41.491,-72.355
"12",41.418,-72.284
"11",41.418,-72.284
"18",41.578,-72.104
"18",41.578,-72.104
"13",41.578,-72.104
"18",41.534,-72.135
"18",41.534,-72.135
"18",41.534,-72.135
"18",41.574,-72.2
"19",41.574,-72.2
"11",41.472,-72.555
"11",41.472,-72.555
"13",41.472,-72.554
"12",41.453,-72.154
"18",41.453,-72.154
"18",41.453,-72.154
"11",41.461,-72.395
"11",41.461,-72.395
"11",41.461,-72.395
"12",41.422,-72.213
"18",41.591,-72.017
"18",41.591,-72.017
"18",41.591,-72.017
"18",41.565,-72.252
"18",41.565,-72.252
"18",41.475,-72.105
"18",41.475,-72.105
"18",41.506,-72.198
"18",41.506,-72.198
"18",41.506,-72.198
