cluster_membership,lat_round,lon_round,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
1,41.707,-73.264,16,17,8,15,8,12,19,15,19,0,10,2,10,1,3,12
2,41.709,-72.956,14,14,1,17,17,18,5,18,19,17,0,17,15,3,1,18
18,41.642,-72.437,11,0,4,16,1,2,2,2,0,1,15,5,11,17,15,19
10,41.651,-73.225,16,2,8,15,8,12,1,15,12,0,5,13,18,13,0,12
13,41.696,-72.588,11,0,19,16,1,15,2,0,9,10,17,1,0,0,17,4
13,41.64,-72.505,11,0,4,8,9,6,0,8,9,10,17,17,15,11,18,14
14,41.91,-72.458,10,16,16,9,7,2,13,2,10,13,7,7,9,14,4,8
13,41.624,-72.654,1,3,19,18,1,13,0,8,9,10,17,1,0,0,6,14
11,41.306,-72.386,8,18,5,0,9,8,16,9,13,14,11,6,12,5,9,16
2,41.661,-72.91,14,14,7,17,17,9,9,3,19,4,5,13,18,13,0,18
1,41.94,-73.283,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
19,42.008,-72.4,18,16,17,9,7,7,13,2,10,13,7,18,14,18,14,8
5,41.578,-73.352,16,17,8,14,13,17,8,13,8,4,10,2,10,6,3,1
1,41.802,-73.084,12,6,0,12,0,12,9,3,12,19,19,16,4,10,10,5
11,41.267,-72.78,4,12,9,10,5,19,7,4,18,18,3,17,12,11,18,2
8,41.908,-72.854,7,7,7,12,17,9,9,3,2,19,19,16,4,13,0,10
15,41.741,-72.77,1,0,14,16,1,6,0,8,9,10,0,10,8,3,1,10
18,41.661,-72.308,2,13,10,11,19,11,18,5,17,8,2,3,16,7,19,19
11,41.449,-72.476,8,18,19,18,1,13,0,8,9,1,6,1,0,0,6,16
2,41.685,-72.916,14,14,7,12,17,9,9,3,2,19,19,7,8,3,6,18
5,41.69,-73.443,16,17,8,15,0,12,8,6,19,4,10,2,13,16,11,15
11,41.325,-72.64,8,18,9,3,10,4,15,9,18,6,3,17,7,11,9,2
1,41.794,-73.141,12,6,0,12,17,9,9,3,2,19,19,2,13,13,0,5
20,41.626,-72.849,14,14,1,17,18,18,0,8,9,1,6,1,15,0,6,18
2,41.724,-72.588,11,0,4,16,1,15,6,0,7,14,15,11,19,12,15,4
2,41.894,-72.818,7,7,14,2,4,14,9,3,2,17,0,10,8,10,10,10
2,41.672,-73.056,14,14,11,17,17,9,9,3,2,19,19,16,8,3,6,12
13,41.718,-72.589,11,0,4,16,18,6,17,12,14,15,17,10,8,3,1,4
10,41.596,-72.967,14,14,1,17,8,1,19,6,19,4,10,2,5,16,11,7
19,41.761,-72.097,13,13,10,11,14,11,3,16,3,16,16,5,3,9,2,0
1,41.93,-73.208,12,6,0,15,0,12,9,3,2,19,19,16,4,10,10,15
12,41.324,-72.094,5,11,5,0,16,0,18,5,17,7,18,3,19,12,19,3
5,41.773,-73.367,16,17,8,15,8,1,19,6,8,4,10,2,10,6,11,15
13,41.667,-72.586,11,0,4,16,1,6,17,8,9,10,17,10,8,0,6,14
7,41.378,-72.364,8,18,15,8,9,6,16,8,0,1,6,15,11,17,17,16
15,41.648,-72.795,1,3,1,17,18,14,17,17,14,15,17,1,0,0,6,18
16,41.517,-72.825,19,3,1,18,18,6,0,4,9,10,17,10,8,3,1,18
6,41.194,-73.084,6,5,13,13,5,10,7,19,5,12,14,19,5,16,12,13
16,41.405,-72.798,19,12,1,17,6,19,5,18,19,4,10,2,13,1,11,2
16,41.489,-72.791,19,3,1,18,18,6,2,0,0,1,15,15,11,17,15,2
18,41.526,-71.978,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
11,41.351,-72.517,8,18,9,18,9,13,15,4,18,18,3,14,7,19,5,16
5,41.627,-73.285,16,17,11,4,8,1,19,6,12,0,5,13,18,13,0,12
8,41.593,-72.923,14,14,1,17,6,1,19,6,19,4,10,2,18,1,11,18
17,41.329,-73.103,6,5,12,10,5,19,7,19,1,9,8,4,1,16,8,13
15,41.682,-72.882,14,14,19,18,18,18,0,12,18,17,8,4,13,1,11,18
10,41.546,-73.115,3,2,11,4,8,1,19,6,19,4,10,2,13,13,0,12
13,41.693,-72.672,1,10,14,2,18,18,5,12,14,17,0,10,13,1,11,4
10,41.682,-73.023,14,14,7,12,17,9,9,3,2,19,19,16,4,10,10,12
1,41.804,-73.028,7,7,7,12,17,9,9,3,2,19,19,16,13,1,11,5
2,41.799,-73.028,7,7,7,17,6,18,5,18,19,4,10,2,13,1,11,5
13,41.561,-72.7,19,18,19,16,1,6,16,8,9,10,17,1,15,11,6,14
8,41.778,-72.638,1,10,14,2,1,2,2,2,10,13,7,18,14,18,2,4
19,41.938,-72.341,18,13,17,6,3,7,13,2,10,13,7,18,14,18,14,8
15,41.675,-72.707,1,10,19,18,18,18,5,12,14,17,0,10,8,3,6,14
1,41.753,-73.243,12,6,0,15,0,12,1,15,12,4,10,13,18,13,0,15
13,41.716,-72.595,11,0,4,16,3,8,2,0,0,1,6,1,0,0,6,4
2,41.699,-72.863,14,14,7,12,17,9,19,3,2,19,19,13,18,13,0,18
2,41.842,-72.818,7,10,4,16,1,14,2,8,9,10,17,10,8,3,1,10
2,41.847,-72.872,7,7,7,2,4,14,17,17,6,15,13,16,4,10,10,10
5,41.431,-73.229,3,2,11,4,8,1,7,18,11,4,8,2,13,8,8,12
11,41.367,-72.739,19,12,9,3,10,4,15,4,18,18,3,14,7,19,5,2
10,41.631,-73.225,3,17,8,15,0,12,1,15,12,0,5,9,13,1,11,12
14,41.807,-72.591,11,16,17,6,7,7,13,2,10,13,7,7,9,0,14,4
19,41.879,-72.254,18,13,17,6,7,2,10,8,6,13,13,7,9,14,6,8
1,41.882,-73.329,12,6,0,12,0,12,1,15,12,0,5,13,18,13,0,15
11,41.408,-72.51,8,18,15,8,10,6,16,9,13,6,11,6,19,12,15,16
1,41.674,-73.06,14,14,7,12,8,1,5,18,11,4,10,2,13,8,1,12
13,41.584,-72.598,19,3,19,16,1,6,2,8,9,10,17,1,15,0,17,14
11,41.25,-72.689,8,12,9,3,10,4,15,19,5,18,4,14,17,8,8,2
8,41.675,-72.738,1,10,14,18,18,6,17,12,14,15,13,16,9,3,6,14
11,41.312,-72.592,8,18,9,3,10,4,15,4,18,6,11,6,12,5,9,2
2,41.661,-72.909,14,10,14,2,18,18,0,12,14,17,0,10,8,3,1,18
5,41.515,-73.438,9,2,11,4,15,5,8,13,8,5,12,9,10,6,3,1
10,41.5,-73.038,3,2,11,17,6,1,19,6,19,4,10,2,18,13,11,7
12,41.416,-71.935,15,4,2,7,19,0,18,5,17,7,18,3,16,7,19,3
5,41.565,-73.391,16,17,8,14,8,1,19,6,19,4,10,2,13,8,1,1
6,41.214,-73.01,4,5,12,13,12,10,11,14,1,9,14,19,5,16,16,17
13,41.536,-72.643,19,3,19,18,1,6,0,8,9,10,17,17,15,3,18,14
18,41.547,-72.353,2,0,5,0,9,15,2,8,9,1,6,1,0,0,6,19
19,41.718,-72.588,11,0,4,16,1,6,2,8,9,10,17,1,15,11,18,4
2,41.854,-72.865,7,7,7,12,17,9,17,3,2,15,13,16,9,14,4,10
17,41.261,-73.057,6,5,12,13,5,10,15,19,5,12,4,14,7,19,5,17
11,41.307,-72.595,8,18,15,8,9,13,0,4,9,10,17,17,15,11,9,2
18,41.605,-72.529,11,0,4,0,3,8,6,0,0,1,6,15,0,17,17,14
18,41.845,-72.041,13,13,17,6,14,7,13,2,10,13,7,18,14,14,4,0
14,41.754,-72.587,11,0,4,16,1,6,2,8,14,15,13,10,8,10,10,4
7,41.261,-72.964,4,5,13,10,5,19,7,1,1,2,14,19,17,2,12,17
10,41.667,-73.213,16,17,8,15,8,12,1,6,19,4,10,13,18,1,11,12
5,41.671,-73.4,16,17,8,14,13,17,8,13,8,5,12,9,10,16,16,15
1,41.71,-73.393,16,17,8,15,0,12,1,15,12,0,5,13,18,13,0,15
19,41.852,-72.481,11,0,17,6,7,15,2,8,9,10,7,1,0,0,6,8
2,41.708,-72.948,14,10,14,16,1,6,17,8,14,10,17,1,11,17,17,18
2,41.7,-72.864,14,7,7,2,18,14,17,12,14,17,0,10,8,3,1,18
19,41.722,-72.093,2,13,17,6,3,8,13,0,0,1,6,15,11,17,17,0
20,41.565,-72.875,14,14,1,18,18,18,5,12,14,17,0,10,8,3,1,18
14,41.748,-72.548,11,10,14,9,4,14,17,17,6,15,13,7,8,3,1,4
5,41.599,-73.387,16,17,8,14,13,17,1,13,8,0,5,9,10,13,3,1
2,41.686,-72.892,14,10,14,2,17,14,17,8,9,10,0,10,8,3,1,18
12,41.315,-72.095,5,11,5,0,16,8,6,11,7,14,15,11,19,12,15,3
2,41.839,-72.902,7,7,7,2,4,14,10,17,6,15,13,7,9,14,4,10
2,41.7,-72.864,14,7,14,2,18,14,2,8,9,10,17,1,0,0,6,18
10,41.625,-73.088,3,14,11,4,8,1,19,6,8,0,5,13,10,13,0,12
2,41.75,-72.909,7,14,7,17,17,18,9,6,14,17,0,10,8,3,6,10
2,41.78,-72.845,7,10,14,16,18,14,2,8,10,13,7,7,9,14,4,10
17,41.332,-73.066,6,19,13,13,5,19,7,19,11,12,8,4,1,8,8,17
8,41.678,-72.458,11,0,4,6,3,15,2,0,0,14,6,15,11,17,2,8
10,41.616,-73.268,16,2,8,14,13,1,19,18,11,18,3,17,15,11,18,12
8,41.637,-72.596,11,3,19,18,1,6,2,0,0,1,6,15,11,17,17,14
13,41.713,-72.584,11,0,4,16,1,6,0,12,14,10,0,10,0,0,6,4
13,41.673,-72.573,11,0,4,16,1,2,17,8,6,10,13,7,8,3,1,14
2,41.63,-72.847,14,14,1,2,18,18,5,18,19,17,0,1,8,0,17,18
15,41.646,-72.988,14,14,1,17,6,18,19,6,19,4,10,4,1,8,8,18
2,41.73,-72.877,7,10,14,12,17,9,9,3,2,15,13,16,4,10,10,10
2,41.673,-73.042,14,14,1,17,18,6,17,12,14,17,0,1,0,0,17,12
13,41.565,-72.686,19,3,1,18,10,18,5,12,11,17,17,17,8,3,6,14
1,41.768,-73.345,16,17,8,15,0,12,1,15,12,0,5,13,18,13,0,15
8,41.747,-72.765,1,10,14,2,18,14,17,12,9,10,17,10,8,3,1,10
8,41.401,-72.528,8,18,15,8,10,13,0,4,18,6,11,6,12,5,9,16
2,41.672,-73.058,14,2,11,15,8,1,5,12,14,10,17,1,0,0,6,12
10,41.525,-73.263,3,2,11,4,8,1,19,6,8,0,5,9,10,6,3,12
20,41.495,-72.895,14,12,1,10,6,18,5,18,9,18,17,6,12,5,9,7
13,41.678,-72.582,11,0,4,16,4,6,17,8,9,10,17,1,8,3,1,14
2,41.911,-72.853,7,7,7,2,4,14,17,17,6,15,13,10,8,3,10,10
10,41.697,-73.099,3,14,0,15,0,12,1,6,19,4,10,2,8,3,1,12
10,41.695,-73.089,3,14,7,15,0,12,1,15,12,0,5,13,18,1,0,12
10,41.538,-73.155,3,2,11,4,8,1,19,6,19,5,12,9,10,6,16,12
20,41.594,-72.909,14,14,1,17,18,18,17,12,14,17,0,10,8,3,1,18
10,41.619,-73.185,3,14,1,17,6,18,5,18,11,17,8,4,8,3,1,12
18,41.636,-72.369,2,0,4,16,7,15,2,2,6,15,13,7,9,14,4,19
14,41.775,-72.548,11,0,16,9,4,14,17,17,6,15,13,7,9,18,14,4
1,42.03,-72.969,7,7,7,12,17,9,9,3,2,19,19,13,4,13,0,5
9,41.34,-72.827,4,12,13,10,5,4,7,4,18,18,8,4,1,8,8,17
2,41.895,-72.841,7,7,7,12,17,9,9,17,6,15,19,16,4,3,10,10
5,41.58,-73.322,16,2,11,4,8,1,19,6,8,0,5,2,13,1,11,1
13,41.567,-72.682,19,0,4,16,3,15,2,8,0,1,6,1,0,0,6,14
10,41.577,-73.15,3,2,11,4,6,1,19,6,19,4,0,10,8,3,1,12
8,41.532,-73.368,16,17,8,14,13,1,19,6,19,4,10,2,13,1,11,1
20,41.606,-72.834,14,3,14,17,18,18,5,3,14,15,13,16,4,10,10,18
1,41.674,-73.256,16,17,8,4,8,1,19,6,19,17,0,2,13,1,1,12
20,41.584,-72.883,14,14,1,18,18,6,0,12,14,10,0,1,15,11,18,18
1,42.031,-73.326,12,6,0,15,0,9,1,15,2,19,19,16,4,14,4,15
10,41.696,-73.09,3,6,0,15,0,12,1,15,12,0,5,9,10,13,3,12
5,41.71,-73.436,16,17,8,4,8,1,19,6,19,4,10,2,10,1,11,15
5,41.503,-73.317,16,17,8,14,13,17,8,13,8,5,12,9,10,6,3,1
5,41.552,-73.346,16,17,8,14,13,17,8,13,8,5,12,9,10,6,3,1
13,41.702,-72.576,11,0,4,16,1,15,2,8,9,10,17,1,8,3,6,4
2,41.538,-72.865,14,3,1,17,6,18,5,6,19,12,10,2,8,1,11,7
10,41.647,-73.181,3,2,11,15,8,1,19,6,19,0,5,13,18,13,0,12
8,41.675,-72.584,11,0,4,16,1,2,10,17,6,15,13,16,4,10,4,14
14,42.013,-72.559,10,16,16,9,4,14,9,17,6,15,13,16,9,14,4,9
2,41.686,-73.118,3,2,1,17,6,18,0,12,14,17,0,10,13,1,1,12
14,41.805,-72.485,11,13,17,9,7,7,13,0,10,16,7,18,14,18,14,8
13,41.719,-72.577,11,0,4,2,4,14,17,12,14,15,0,10,4,10,1,4
1,41.831,-73.054,7,7,7,12,17,9,9,3,14,17,0,1,8,3,1,5
17,41.417,-73.05,3,12,13,3,10,4,15,18,11,12,8,4,1,8,8,7
6,41.391,-72.925,4,12,1,10,6,19,7,18,11,12,8,4,1,8,11,17
17,41.325,-73.02,4,5,13,10,5,19,7,1,1,9,14,19,5,16,16,17
1,41.951,-73.349,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
13,41.669,-72.576,11,0,4,16,3,15,2,8,9,10,6,15,0,0,17,14
18,41.51,-72.001,15,4,2,7,19,0,18,5,7,14,15,3,16,7,19,3
2,41.782,-72.954,7,7,7,12,17,14,17,3,14,19,0,16,4,3,6,5
12,41.323,-71.991,15,4,2,7,19,0,18,5,7,7,18,3,16,7,19,3
14,41.817,-72.456,11,13,17,6,7,15,2,2,6,13,7,1,0,14,14,8
1,41.995,-73.406,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
5,41.616,-73.4,16,17,8,14,13,17,8,13,8,5,12,9,10,16,16,1
12,41.325,-71.99,15,4,2,7,16,0,18,5,7,7,15,11,19,12,19,3
6,41.223,-73.016,4,5,13,13,5,19,7,1,1,12,8,19,5,8,11,17
1,41.908,-73.307,12,6,0,15,0,9,1,15,12,0,5,13,18,13,0,15
17,41.343,-73.07,6,5,13,10,15,19,7,1,1,9,14,19,5,16,8,17
16,41.408,-72.799,19,12,9,10,6,19,7,19,11,12,8,4,1,8,8,2
20,41.59,-72.875,14,14,1,18,1,6,0,4,18,17,8,10,1,8,8,18
18,41.858,-72.009,13,9,10,6,7,7,13,2,10,1,16,5,14,18,14,0
19,41.744,-72.422,11,0,4,16,7,15,2,2,10,16,16,18,14,18,14,8
2,41.639,-72.964,14,3,1,17,18,18,5,3,11,4,10,2,13,1,11,18
10,41.639,-73.288,16,17,8,15,0,12,1,15,8,0,5,13,10,13,0,12
2,41.929,-72.802,7,7,7,2,4,14,17,17,6,15,13,10,9,3,1,10
12,41.319,-72.096,5,11,5,0,9,8,16,9,13,6,11,6,12,5,9,3
11,41.346,-72.65,8,18,9,3,10,13,16,9,18,6,11,6,11,5,9,2
18,41.645,-71.98,15,9,10,7,19,11,18,5,17,8,2,3,16,9,2,0
18,41.575,-72.5,11,0,19,16,1,6,0,12,9,10,17,10,8,0,6,14
6,41.239,-73.084,6,5,13,13,12,10,11,14,15,2,9,12,17,2,12,13
2,41.701,-73.103,3,14,0,12,17,18,17,12,14,10,0,10,8,3,6,12
5,41.653,-73.219,16,2,11,4,8,19,19,6,19,4,10,2,5,16,11,12
2,41.748,-72.841,1,7,7,12,17,9,9,3,2,19,19,13,18,13,0,10
14,41.868,-72.434,11,16,16,9,4,2,10,2,10,15,13,7,9,14,10,8
2,41.652,-72.987,14,14,1,17,18,18,5,12,14,17,0,17,8,3,1,18
11,41.248,-72.705,8,12,9,3,10,4,16,4,18,18,11,6,12,11,9,2
5,41.774,-73.421,16,6,0,4,8,1,19,3,2,19,10,2,13,1,11,15
18,41.725,-72.043,13,9,10,6,14,7,13,2,10,16,7,18,14,18,14,0
11,41.422,-72.387,8,18,15,8,9,13,16,9,13,6,3,6,7,19,5,16
2,41.895,-72.924,7,7,16,9,4,2,17,17,6,15,13,7,9,14,4,5
5,41.496,-73.292,16,17,11,4,15,5,14,18,1,9,14,19,1,8,8,1
15,41.801,-72.772,1,10,14,2,18,14,17,12,14,10,17,1,8,3,1,10
5,41.703,-73.376,16,17,8,15,0,12,1,15,12,0,5,13,18,13,0,15
12,41.31,-72.133,5,11,5,0,9,8,6,9,13,14,11,6,12,5,9,3
1,41.83,-73.267,12,6,0,12,17,9,9,3,2,19,19,13,4,10,10,15
18,41.643,-72.36,2,0,5,6,3,15,2,0,10,1,6,15,14,18,14,19
5,41.551,-73.412,16,17,11,4,8,17,8,13,19,4,10,13,18,13,0,1
12,41.416,-71.934,15,4,2,7,16,8,6,11,7,14,15,11,19,12,15,3
19,41.758,-72.444,11,0,4,16,4,2,17,17,6,15,13,16,4,10,10,8
8,41.755,-72.76,1,10,7,12,17,9,9,3,12,19,19,16,4,14,4,10
13,41.498,-72.442,8,18,15,8,1,6,0,8,9,10,17,10,8,3,1,16
7,41.38,-73.022,4,5,13,10,15,19,7,1,1,9,8,4,17,2,12,17
13,41.606,-72.682,19,3,19,18,10,6,0,8,18,10,17,17,8,11,18,14
17,41.294,-73.055,6,5,12,13,5,10,7,19,5,2,4,12,17,19,5,17
16,41.887,-72.679,10,16,16,6,7,2,2,2,10,16,16,18,14,18,2,9
19,41.834,-72.094,13,13,10,11,14,7,13,2,10,13,7,18,14,18,14,0
5,41.707,-73.259,16,17,8,15,0,12,1,15,8,0,5,9,18,13,0,12
12,41.362,-72.393,8,18,15,8,9,13,0,8,18,6,3,6,12,5,9,16
12,41.319,-72.004,15,4,5,7,16,8,6,11,7,14,15,11,11,5,15,3
14,41.758,-72.585,11,0,4,2,1,2,10,17,6,13,7,1,0,0,6,4
6,41.187,-73.093,6,19,12,13,12,5,14,19,1,9,14,19,5,16,16,13
5,41.729,-73.474,16,17,8,15,0,12,1,13,8,0,5,9,10,13,0,15
1,41.902,-73.268,12,6,0,15,0,12,1,3,2,19,19,16,4,3,10,15
20,41.61,-72.837,14,3,1,17,18,18,5,3,14,17,0,2,13,1,1,18
13,41.672,-72.565,11,0,4,6,3,15,2,0,0,1,6,1,0,0,6,14
5,41.544,-73.439,16,17,8,4,13,17,8,13,8,5,12,9,10,6,3,1
10,41.51,-73.186,3,2,11,4,8,1,19,6,19,4,10,2,13,3,1,12
8,41.748,-72.774,1,10,14,17,18,18,5,3,19,4,10,2,8,3,1,10
1,41.886,-73.035,7,7,7,12,4,2,10,17,10,13,7,18,0,14,14,5
18,41.904,-72.722,10,7,7,2,17,14,9,3,2,15,13,16,9,14,4,9
10,41.608,-73.138,3,2,8,4,8,1,19,6,8,0,12,9,10,6,0,12
10,41.487,-73.069,3,2,11,4,8,19,7,18,11,12,8,4,1,8,18,7
2,41.906,-72.844,7,10,7,12,17,14,10,17,6,15,13,7,9,0,6,10
18,41.748,-72.051,13,9,10,6,14,7,3,16,3,16,16,5,14,9,2,0
10,41.641,-73.151,3,14,19,17,6,18,5,3,2,17,17,10,0,0,17,12
1,41.88,-73.023,7,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
8,41.873,-72.686,10,16,17,6,7,2,10,2,6,15,13,7,9,14,4,9
14,41.766,-72.543,11,10,14,2,4,14,10,17,6,15,13,7,9,14,4,4
11,41.269,-72.367,8,18,15,8,9,8,6,11,13,14,11,6,12,5,9,16
12,41.3,-72.287,5,11,15,8,9,13,16,9,13,6,11,6,15,11,18,16
14,41.981,-72.417,18,16,16,9,4,2,10,17,6,15,13,7,9,14,4,8
14,41.835,-72.482,11,16,16,9,4,2,2,2,10,13,7,7,9,18,14,8
12,41.321,-72.096,5,11,5,0,16,8,6,11,13,14,11,6,19,12,15,3
11,41.478,-72.526,8,18,5,0,16,8,6,9,13,14,15,11,11,12,15,16
15,41.585,-72.857,14,14,1,17,6,18,19,12,14,17,0,17,15,11,18,18
10,41.637,-73.215,3,17,8,15,0,1,19,15,12,4,10,10,13,10,1,12
2,41.729,-72.906,14,7,7,12,18,14,9,3,2,15,13,10,8,0,6,18
11,41.376,-72.489,8,18,15,8,9,13,16,9,13,6,11,6,15,11,9,16
14,41.767,-72.475,11,13,17,6,3,8,6,16,7,7,15,5,16,7,2,8
11,41.389,-72.742,19,12,9,10,5,19,7,18,11,12,8,4,1,8,1,2
10,41.661,-73.047,14,14,7,12,8,1,19,6,12,0,5,13,18,13,0,12
8,41.802,-72.746,1,0,14,2,18,14,17,12,9,10,17,1,0,0,6,10
2,41.797,-72.498,11,0,4,9,7,15,13,0,10,1,7,18,9,18,14,8
12,41.413,-72.072,5,11,5,0,16,8,6,11,7,14,11,11,12,5,9,3
15,41.594,-72.767,19,3,19,8,9,6,2,8,9,10,17,1,11,17,17,18
18,41.624,-72.344,2,0,4,16,1,15,2,0,9,1,7,1,0,0,6,19
11,41.483,-72.445,8,18,19,18,1,6,0,12,14,10,0,10,8,3,1,16
20,41.451,-72.886,4,12,19,18,18,6,5,12,14,17,0,10,8,3,1,7
2,41.651,-72.986,14,14,1,4,8,18,5,6,19,4,10,10,8,3,1,18
14,42.016,-72.566,10,16,16,9,7,2,10,2,10,13,7,18,14,18,14,9
1,41.684,-73.259,16,17,8,4,8,1,19,18,11,12,10,19,13,1,11,12
14,41.845,-72.524,11,13,16,16,7,15,2,2,10,13,7,7,14,18,14,8
2,41.68,-72.875,14,14,1,18,18,18,5,12,9,1,6,1,0,17,17,18
8,41.738,-72.777,1,10,7,2,18,9,9,3,2,19,19,16,4,10,10,10
1,41.661,-73.386,16,17,8,15,8,1,19,6,8,0,5,2,13,1,11,15
6,41.195,-73.088,6,19,12,19,2,5,14,1,1,9,14,19,5,16,16,13
6,41.529,-73.093,3,2,11,4,6,19,0,4,18,18,8,4,1,8,1,12
13,41.633,-72.59,11,0,14,2,18,18,17,12,14,17,0,10,13,1,11,14
8,41.801,-72.542,11,0,16,9,4,2,10,17,6,13,13,7,0,14,6,4
8,41.873,-72.685,10,16,16,9,1,14,17,17,6,15,0,16,8,10,10,9
1,42.004,-73.133,12,6,0,15,0,9,1,15,12,0,5,13,18,13,10,5
11,41.27,-72.355,8,11,15,8,9,13,16,11,13,14,11,6,19,12,15,16
2,41.74,-72.899,7,14,1,17,18,18,5,12,11,17,0,2,13,1,11,10
2,41.894,-72.918,7,7,7,12,17,9,9,3,12,19,19,16,18,13,10,5
20,41.526,-72.861,14,3,1,10,6,18,5,18,19,4,10,2,13,1,11,7
8,41.771,-72.781,1,10,14,2,17,14,5,3,14,17,0,10,8,11,18,10
16,41.464,-72.789,19,12,9,18,10,13,0,4,13,6,11,17,15,11,9,2
9,41.375,-72.897,4,12,13,10,5,10,7,19,5,12,4,14,1,8,8,17
18,41.685,-72.472,11,0,4,16,1,15,6,0,0,1,6,1,0,17,17,8
13,41.736,-72.635,1,10,14,2,4,14,17,12,14,15,19,10,4,10,10,4
9,41.382,-72.839,4,12,13,3,10,19,7,19,5,12,3,14,7,8,5,17
2,41.862,-72.847,7,7,7,12,4,14,10,17,6,15,13,7,9,14,4,10
12,41.335,-71.929,15,4,2,7,19,0,18,5,7,7,18,3,16,7,19,3
18,41.8,-71.849,13,9,10,11,14,11,3,16,3,8,2,5,3,9,2,0
2,41.91,-72.846,7,7,7,12,17,9,9,3,12,19,19,16,4,10,10,10
17,41.394,-73.068,3,5,13,10,6,1,19,6,19,4,10,2,5,1,3,17
18,41.524,-72.335,2,11,5,0,16,8,6,0,0,14,15,15,12,5,17,19
1,41.809,-73.335,12,6,0,15,0,1,5,3,2,19,19,2,13,1,11,15
20,41.482,-72.904,14,14,11,17,6,19,7,4,18,6,17,17,15,11,18,7
2,41.8,-72.875,7,7,7,12,17,9,9,15,12,19,19,16,4,10,10,10
12,41.368,-72.189,5,11,5,0,16,8,6,11,7,14,15,11,19,12,15,3
11,41.339,-72.654,8,12,9,8,10,13,16,4,13,6,11,17,15,5,9,2
18,41.63,-72.501,11,0,4,16,3,15,2,0,10,1,7,1,0,0,14,14
8,41.822,-72.577,11,0,4,9,4,2,17,17,6,15,13,16,4,10,10,4
16,41.523,-72.784,19,3,1,18,18,6,0,12,14,10,17,10,8,0,6,18
11,41.464,-72.512,8,18,19,18,9,13,0,8,9,10,17,10,8,3,1,16
1,41.668,-73.24,16,14,11,4,8,1,19,6,19,17,0,10,15,3,6,12
10,41.546,-73.139,3,2,11,4,8,1,19,18,19,17,10,2,13,8,8,12
14,41.938,-72.709,10,7,7,2,17,2,10,17,6,15,13,7,9,14,4,9
17,41.367,-73.026,4,5,13,10,5,4,15,9,13,14,11,6,12,5,15,17
1,41.859,-73.27,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
20,41.538,-72.867,14,14,1,17,6,18,5,18,11,4,10,10,13,1,1,7
20,41.601,-72.829,14,14,1,17,6,18,19,12,14,17,0,10,13,1,11,18
8,41.649,-72.571,11,0,4,16,1,6,17,17,6,15,17,1,0,0,6,14
8,41.739,-72.6,11,0,17,11,14,7,13,16,3,16,16,5,3,9,2,4
8,41.747,-72.778,1,10,14,16,1,15,2,0,9,1,17,1,0,0,6,10
11,41.306,-72.673,8,18,9,3,10,13,0,9,13,14,15,11,19,12,15,2
15,41.61,-72.838,14,3,19,18,10,13,16,9,13,6,11,6,12,12,15,18
11,41.273,-72.596,8,18,15,8,9,13,16,9,13,6,11,6,12,5,9,2
13,41.527,-72.848,19,3,1,18,9,13,0,8,9,6,17,17,15,11,18,18
14,41.749,-72.587,11,10,14,16,7,15,2,8,9,10,17,1,8,3,18,4
12,41.311,-72.104,5,4,2,0,16,13,16,11,7,14,15,15,11,17,15,3
5,41.488,-73.269,3,2,18,14,13,5,14,1,1,9,14,19,1,8,8,12
8,41.802,-72.776,1,10,4,2,4,14,17,17,14,15,0,10,8,3,4,10
10,41.589,-73.141,3,2,11,17,6,1,19,6,19,4,10,2,13,1,11,12
5,41.702,-73.492,16,17,8,14,0,12,1,13,8,0,5,9,10,6,0,15
13,41.697,-72.485,11,0,4,2,4,2,17,17,6,15,13,16,4,10,10,8
8,41.82,-72.747,1,7,14,2,18,14,9,3,2,19,13,7,9,14,4,10
15,41.578,-72.866,14,14,1,17,6,18,5,18,11,4,10,2,13,8,1,18
13,41.719,-72.577,11,0,4,16,1,2,17,8,9,1,6,15,0,0,6,4
20,41.594,-72.924,14,3,19,18,18,6,0,8,9,10,17,1,0,0,6,18
10,41.589,-73.124,3,2,11,4,8,1,19,6,19,4,10,13,18,13,0,12
14,41.956,-72.723,10,16,16,9,4,2,2,8,6,13,7,1,9,14,6,9
8,41.684,-72.871,14,7,7,12,17,9,9,3,12,0,5,13,18,13,0,18
13,41.384,-72.698,19,18,15,18,10,6,0,4,9,14,11,6,19,12,15,2
13,41.506,-72.647,19,3,19,18,18,6,0,12,14,17,17,1,15,3,1,14
2,41.766,-72.918,7,7,7,12,17,9,9,3,2,19,0,2,8,3,1,10
14,41.74,-72.553,11,0,4,9,4,14,17,17,9,10,7,1,0,18,14,4
2,41.77,-72.929,7,7,7,17,18,18,5,12,14,17,0,2,13,1,11,10
8,41.891,-72.695,10,16,16,9,4,14,10,2,10,13,7,7,9,0,14,9
16,41.406,-72.801,19,12,9,3,5,4,7,19,18,12,8,4,1,8,8,2
