cluster_membership,lat_round,lon_round,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
18,41.714,-71.823,13,9,10,11,14,11,3,16,17,8,2,5,3,9,2,0
6,41.242,-73.364,17,19,12,19,2,5,14,1,4,9,14,19,5,15,16,6
6,41.242,-73.364,17,19,12,13,5,10,15,19,5,2,4,14,7,19,5,6
4,41.242,-73.364,17,8,3,19,15,5,11,14,15,3,9,8,17,2,12,6
18,41.386,-72.013,15,4,2,7,19,0,18,5,17,7,2,11,11,17,2,3
12,41.386,-72.013,15,4,2,7,19,0,6,11,7,14,6,15,11,17,17,3
12,41.386,-72.013,15,4,2,0,16,8,6,11,13,6,11,6,12,5,9,3
9,41.373,-72.981,4,12,13,10,10,4,7,18,11,12,8,2,13,8,8,17
9,41.373,-72.981,4,12,9,8,9,13,16,9,13,6,11,6,12,5,9,17
9,41.373,-72.981,4,5,9,3,10,4,15,4,18,18,3,14,7,19,5,17
18,41.472,-72.323,2,11,15,8,9,13,16,8,9,6,6,15,0,11,17,16
18,41.472,-72.323,2,11,5,0,3,15,6,0,0,1,6,15,11,17,17,16
11,41.472,-72.323,2,11,15,8,9,15,2,9,13,6,11,6,12,5,9,16
5,41.509,-73.354,16,17,8,4,13,17,19,1,4,4,10,2,13,8,8,1
5,41.509,-73.354,16,17,8,14,13,17,8,13,4,5,12,9,10,6,16,1
5,41.509,-73.354,16,1,8,14,8,1,8,13,19,4,10,2,10,16,16,1
10,41.485,-73.09,3,14,1,10,6,18,5,18,11,17,17,17,15,11,18,12
10,41.485,-73.09,3,5,13,10,15,4,7,18,11,12,8,4,1,8,8,12
10,41.485,-73.09,3,2,11,4,15,1,8,13,4,9,14,4,5,16,11,12
14,41.773,-72.614,11,10,14,2,4,14,9,3,2,19,19,16,4,10,10,4
8,41.773,-72.614,11,10,14,2,4,2,10,17,6,15,13,7,9,14,10,4
8,41.773,-72.614,11,10,16,2,4,14,17,17,6,15,13,16,4,14,4,4
5,41.438,-73.238,3,2,18,4,15,1,19,1,1,9,8,4,1,16,16,12
5,41.438,-73.238,3,2,11,4,15,5,7,18,11,18,3,6,12,5,9,12
5,41.438,-73.238,3,2,13,10,6,19,14,1,1,9,14,19,5,16,16,12
11,41.283,-72.623,8,18,9,3,10,4,15,4,18,18,3,14,7,19,5,2
11,41.283,-72.623,8,18,9,3,10,4,0,4,18,6,11,17,15,11,18,2
11,41.283,-72.623,8,18,9,3,10,4,15,4,18,18,17,17,15,11,18,2
11,41.283,-72.623,8,18,15,8,9,13,15,4,18,18,3,17,7,11,18,2
11,41.283,-72.623,8,18,9,3,10,13,16,9,18,18,3,17,15,11,18,2
11,41.283,-72.623,8,18,15,8,9,13,0,9,18,6,11,6,12,5,9,2
13,41.533,-72.563,19,0,5,0,3,15,2,0,0,1,6,15,11,17,17,14
13,41.533,-72.563,19,0,19,18,18,6,0,12,9,10,6,6,0,5,17,14
15,41.708,-72.804,1,10,14,2,1,14,17,17,14,10,0,10,8,3,1,18
15,41.708,-72.804,1,0,4,2,18,14,17,17,14,15,0,1,9,14,4,18
11,41.276,-72.561,8,18,15,3,9,13,16,9,13,6,11,6,7,19,5,16
11,41.276,-72.561,8,18,15,8,9,13,15,9,13,18,3,17,15,11,18,16
11,41.276,-72.561,8,18,9,3,10,4,15,4,18,18,3,14,7,19,5,16
11,41.276,-72.561,8,18,9,3,10,4,15,4,18,18,3,17,15,19,5,16
11,41.276,-72.561,8,18,15,8,9,13,0,4,18,6,3,6,12,11,18,16
11,41.276,-72.561,8,18,15,8,10,4,0,4,18,10,17,17,15,11,18,16
5,41.307,-73.386,9,1,3,19,12,5,14,7,15,2,4,14,17,19,5,1
5,41.307,-73.386,9,19,13,3,5,10,7,19,5,2,4,12,17,2,12,1
5,41.307,-73.386,9,1,18,19,2,5,14,13,4,5,12,9,10,6,3,1
13,41.545,-72.621,19,3,4,16,1,6,2,8,9,10,17,1,0,0,6,14
13,41.545,-72.621,19,3,19,16,1,6,0,8,9,10,17,1,15,5,9,14
13,41.545,-72.621,19,3,4,16,1,6,16,8,9,1,17,1,0,3,6,14
6,41.19,-73.167,6,19,12,13,15,10,14,7,4,3,12,9,5,16,16,13
6,41.19,-73.167,6,19,12,13,5,10,15,19,5,18,3,14,7,19,5,13
6,41.19,-73.167,6,19,12,1,12,16,11,14,15,3,9,8,6,15,16,13
6,41.19,-73.167,6,5,12,13,15,10,11,1,1,9,14,19,5,16,8,13
6,41.19,-73.167,6,19,13,13,5,10,11,14,15,3,9,12,6,2,12,13
6,41.19,-73.167,6,19,12,13,15,5,14,1,4,3,9,8,6,16,16,13
1,41.669,-73.365,16,17,8,15,0,17,8,13,8,5,12,9,5,16,16,15
1,41.669,-73.365,16,2,11,4,8,1,19,15,19,0,5,13,18,13,0,15
1,41.669,-73.365,16,17,8,15,0,12,1,15,12,0,5,13,10,6,3,15
7,41.321,-72.929,4,12,13,10,15,1,19,18,19,4,12,9,13,1,11,17
7,41.321,-72.929,4,5,13,10,6,19,7,18,11,12,8,4,7,8,18,17
7,41.321,-72.929,4,12,13,10,6,19,7,18,11,12,8,4,1,1,11,17
7,41.253,-72.999,4,5,13,3,5,4,7,19,5,2,4,4,17,8,8,17
1,41.841,-73.162,12,6,0,15,0,9,1,15,2,15,19,16,4,10,10,5
1,41.841,-73.162,12,6,0,15,0,12,1,15,12,0,5,2,13,13,0,5
1,41.841,-73.162,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,5
2,41.767,-72.839,7,10,7,12,17,9,9,3,2,19,19,16,4,14,4,10
2,41.767,-72.839,7,7,7,2,4,14,17,17,6,15,13,7,9,14,4,10
2,41.767,-72.839,7,10,14,2,1,14,17,17,9,1,7,1,0,0,6,10
7,41.327,-72.976,4,5,9,3,5,4,15,4,11,18,8,4,7,19,5,17
7,41.327,-72.976,4,12,9,8,9,13,16,9,13,6,3,17,7,19,18,17
9,41.327,-72.976,4,12,13,3,10,13,15,4,18,18,3,14,7,19,5,17
7,41.246,-72.877,4,12,13,10,5,19,7,19,5,2,4,12,17,16,12,17
7,41.246,-72.877,4,12,9,3,10,4,15,9,18,18,3,14,7,8,8,17
7,41.246,-72.877,4,12,13,10,5,10,15,19,5,12,3,14,7,19,5,17
3,41.055,-73.515,0,15,3,5,11,3,12,7,16,11,9,8,6,15,7,11
3,41.055,-73.515,0,15,6,5,11,16,4,7,4,3,1,8,6,15,7,11
3,41.055,-73.515,0,15,6,5,11,16,4,7,15,3,9,8,6,2,12,11
3,41.055,-73.515,0,15,6,5,11,3,12,7,15,3,9,8,6,15,7,11
3,41.055,-73.515,0,15,6,5,11,3,4,14,15,2,9,12,6,2,12,11
3,41.055,-73.515,0,15,3,1,12,16,4,7,15,3,1,0,2,4,13,11
8,41.723,-72.763,1,10,14,2,1,15,2,8,0,16,16,15,11,17,17,10
8,41.723,-72.763,1,7,7,2,17,9,9,3,2,19,19,16,4,1,1,10
8,41.723,-72.763,1,10,14,2,1,6,17,17,6,13,6,15,0,17,17,10
8,41.723,-72.763,1,0,4,16,4,14,17,17,6,13,7,1,0,0,6,10
8,41.723,-72.763,1,10,14,2,17,9,5,12,14,17,0,10,8,3,1,10
8,41.723,-72.763,1,10,14,2,18,14,17,8,9,10,17,1,15,11,18,10
8,41.771,-72.748,1,10,14,2,18,6,2,8,9,1,6,15,11,17,17,10
8,41.771,-72.748,1,10,14,18,1,6,17,8,9,10,17,1,0,3,6,10
8,41.771,-72.748,1,10,14,17,18,18,9,3,2,19,13,10,8,10,1,10
7,41.301,-72.937,4,5,13,3,5,4,15,18,11,12,8,4,1,8,8,17
7,41.301,-72.937,4,12,9,3,5,4,7,19,5,12,8,4,5,16,16,17
7,41.301,-72.937,4,5,13,10,15,19,7,19,5,12,8,4,1,8,8,17
7,41.301,-72.937,4,5,13,10,6,19,7,19,1,9,14,19,5,16,16,17
19,41.812,-72.251,18,13,17,6,7,7,13,0,10,13,7,18,14,18,14,8
19,41.812,-72.25,18,13,17,6,7,7,13,2,10,13,7,18,14,17,14,8
19,41.812,-72.25,18,13,17,6,7,7,3,16,3,16,16,15,11,9,2,8
3,41.044,-73.562,0,15,6,5,11,3,12,7,16,11,1,0,2,15,7,11
3,41.044,-73.562,0,15,6,5,11,3,4,7,16,11,1,0,2,4,7,11
3,41.044,-73.562,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.044,-73.562,0,15,6,5,11,16,4,7,16,3,9,8,6,15,7,11
3,41.044,-73.562,0,15,6,1,11,16,4,7,4,3,1,0,2,4,7,11
3,41.044,-73.562,0,15,6,1,11,16,4,7,16,11,9,8,2,15,7,11
1,41.925,-73.074,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,5
1,41.925,-73.074,12,6,7,2,17,9,9,3,2,19,19,16,4,10,10,5
1,41.925,-73.074,12,6,0,12,0,12,1,15,12,0,5,13,18,10,10,5
1,41.925,-73.074,12,7,7,12,17,9,9,3,12,0,5,13,18,13,0,5
1,41.925,-73.074,12,6,0,12,17,9,10,17,6,15,13,7,9,14,14,5
1,41.925,-73.074,12,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
17,41.252,-73.117,6,19,12,19,2,5,14,7,4,5,12,8,6,6,7,13
6,41.252,-73.117,6,19,12,13,12,10,11,14,4,3,9,8,17,2,16,13
6,41.251,-73.117,6,19,18,19,15,5,14,1,1,9,12,19,5,6,3,13
17,41.252,-73.117,6,5,13,13,5,10,11,19,5,2,4,12,17,2,12,13
6,41.252,-73.117,6,19,12,19,2,5,14,13,4,9,14,19,1,8,8,13
6,41.251,-73.117,6,5,13,10,5,4,7,19,1,12,8,4,1,8,8,13
3,41.062,-73.544,0,15,3,1,11,3,4,7,15,3,9,8,6,15,7,11
3,41.062,-73.544,0,15,6,5,11,3,4,7,15,3,9,8,6,15,3,11
3,41.062,-73.544,0,15,6,5,11,3,4,7,15,11,1,0,2,4,13,11
18,41.4,-72.079,5,11,5,0,16,8,6,0,0,14,15,15,11,17,17,3
12,41.4,-72.079,5,11,5,0,16,8,6,11,13,14,11,6,12,12,15,3
18,41.4,-72.079,5,11,5,0,16,8,6,11,13,6,11,6,19,5,9,3
12,41.4,-72.079,5,11,5,0,3,15,2,8,9,6,6,1,0,0,6,3
18,41.4,-72.079,5,11,5,0,16,8,6,11,0,14,6,15,11,17,17,3
12,41.4,-72.079,5,11,5,0,3,8,6,11,7,14,15,11,19,12,15,3
12,41.358,-72.124,5,11,2,7,19,0,6,11,7,7,15,11,19,12,15,3
12,41.358,-72.124,5,11,5,0,16,8,6,11,7,14,15,11,19,12,15,3
12,41.358,-72.124,5,11,5,0,16,8,6,11,7,14,18,11,19,12,15,3
4,41.483,-73.47,9,1,8,14,13,17,8,13,8,5,12,9,10,6,3,1
4,41.483,-73.47,9,1,8,14,8,1,8,13,8,0,12,9,10,6,0,1
17,41.285,-73.043,4,5,13,13,15,10,11,14,15,9,9,8,6,15,7,17
17,41.285,-73.043,4,5,12,13,5,10,15,19,5,2,4,12,17,2,12,17
17,41.285,-73.043,4,5,13,13,5,4,7,4,18,18,3,14,7,19,5,17
9,41.378,-72.876,4,5,13,10,10,4,15,4,18,18,8,4,1,8,8,17
9,41.378,-72.876,4,12,9,3,10,4,0,4,18,18,11,6,15,11,9,17
9,41.378,-72.876,4,12,13,10,5,19,7,18,1,12,3,17,15,11,18,17
9,41.378,-72.876,4,18,15,8,10,4,15,4,18,18,3,17,1,8,18,17
9,41.378,-72.876,4,12,13,10,6,19,19,18,18,17,3,17,1,8,8,17
9,41.378,-72.876,4,12,13,10,10,4,15,19,5,12,8,4,1,16,8,17
12,41.4,-72.079,5,11,5,0,16,8,6,0,0,1,6,15,11,0,17,3
12,41.4,-72.079,5,4,2,7,19,0,18,5,7,7,18,11,19,12,15,3
12,41.4,-72.079,5,11,5,0,16,8,6,11,7,14,15,11,19,12,15,3
8,41.771,-72.672,1,10,4,16,1,6,2,8,9,1,6,15,0,0,14,4
18,41.49,-72.107,5,11,5,0,16,8,6,5,7,7,15,11,19,17,17,3
3,41.046,-73.542,0,15,6,5,11,3,12,10,16,11,1,8,6,15,12,11
16,41.54,-72.819,19,14,1,17,6,18,5,3,2,19,19,2,13,10,10,18
12,41.341,-72.068,5,11,5,0,9,8,16,9,13,6,11,6,12,0,9,3
14,41.91,-72.662,10,16,16,9,4,2,10,17,6,15,13,1,14,18,14,9
8,41.91,-72.662,10,16,16,9,4,2,10,17,6,15,13,7,9,14,4,9
14,41.91,-72.662,10,16,14,2,4,2,17,8,6,10,17,1,0,0,17,9
14,41.919,-72.71,10,10,14,2,4,14,10,17,6,15,13,7,9,14,4,9
8,41.919,-72.71,10,16,16,9,4,2,10,17,10,13,7,7,9,14,4,9
14,41.919,-72.71,10,7,14,9,4,2,10,17,6,15,13,7,9,14,4,9
3,41.005,-73.648,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.005,-73.648,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.005,-73.648,0,8,3,1,11,3,12,10,16,11,1,0,2,4,13,11
3,41.005,-73.648,0,15,6,5,11,3,12,10,16,11,1,8,6,15,13,11
3,41.005,-73.648,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.005,-73.648,0,15,6,1,12,16,11,14,15,3,9,12,6,15,7,11
3,41.03,-73.598,0,15,3,1,12,10,11,14,15,2,4,12,17,2,12,11
3,41.03,-73.598,0,15,6,5,11,3,12,10,16,11,1,0,2,15,7,11
3,41.03,-73.598,0,8,3,1,12,16,4,7,15,3,9,8,6,15,7,11
3,41.03,-73.598,0,15,6,5,11,3,12,10,16,11,1,8,6,15,7,11
3,41.03,-73.598,0,15,6,5,11,16,11,14,5,2,4,12,17,2,12,11
3,41.03,-73.598,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.04,-73.585,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.04,-73.585,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.04,-73.585,0,15,3,1,12,16,11,14,5,2,4,12,17,2,12,11
3,41.051,-73.535,0,8,3,1,12,10,11,14,15,3,4,12,17,2,12,11
3,41.051,-73.535,0,15,6,5,11,3,12,7,16,11,1,0,2,4,13,11
3,41.051,-73.535,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.051,-73.535,0,15,6,5,11,3,4,7,15,2,9,12,17,2,12,11
3,41.051,-73.535,0,15,6,5,11,16,4,7,16,11,1,0,2,15,7,11
3,41.051,-73.535,0,15,6,5,11,3,12,7,16,11,1,8,6,15,7,11
3,41.069,-73.499,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.069,-73.499,0,15,6,5,11,3,12,10,16,11,1,8,6,15,12,11
3,41.069,-73.499,0,15,6,5,12,16,4,7,16,3,9,8,2,15,7,11
4,41.091,-73.452,17,8,3,1,11,16,4,7,15,3,9,8,6,15,7,6
4,41.091,-73.452,17,8,6,1,12,10,11,14,15,3,9,12,6,2,12,6
4,41.091,-73.452,17,8,3,5,2,16,11,14,15,2,4,12,6,15,7,6
4,41.092,-73.45,17,8,3,1,12,16,4,7,4,3,9,8,6,15,7,6
4,41.092,-73.45,17,8,3,5,11,3,12,10,15,11,1,0,2,4,13,6
4,41.092,-73.45,17,8,3,1,12,16,4,7,15,3,9,8,6,4,7,6
4,41.078,-73.442,17,8,6,5,2,16,4,7,16,3,9,12,6,15,7,6
4,41.078,-73.442,17,8,6,5,11,16,4,7,15,3,9,8,6,15,7,6
4,41.078,-73.442,17,8,3,1,2,16,4,7,16,11,9,8,6,15,16,6
4,41.099,-73.421,17,19,3,1,12,16,4,7,15,3,9,8,6,15,7,6
4,41.099,-73.421,17,8,3,1,12,10,11,14,5,2,4,12,17,2,12,6
4,41.099,-73.421,17,15,6,1,2,16,4,10,16,3,9,8,6,15,7,6
4,41.099,-73.42,17,8,6,1,2,16,4,14,15,3,9,8,17,2,12,6
4,41.099,-73.42,17,8,3,1,11,3,12,10,16,11,1,0,2,4,13,6
4,41.099,-73.42,17,8,3,1,12,10,11,14,15,2,4,12,17,2,12,6
4,41.118,-73.416,17,8,3,5,2,3,12,10,16,11,1,0,2,4,13,6
4,41.118,-73.416,17,8,3,1,12,10,11,14,5,2,4,12,6,15,12,6
4,41.118,-73.416,17,8,3,5,11,3,4,7,16,11,1,0,2,4,13,6
4,41.118,-73.416,17,8,12,13,5,10,11,1,1,9,14,19,17,16,16,6
4,41.118,-73.416,17,8,3,1,2,16,4,7,15,3,9,8,17,2,12,6
4,41.118,-73.416,17,8,3,1,12,16,4,7,15,3,9,8,2,15,7,6
6,41.14,-73.257,6,19,3,1,2,16,4,7,15,3,4,12,17,2,12,13
6,41.14,-73.257,6,19,12,1,12,10,11,14,1,9,4,12,17,2,16,13
6,41.14,-73.257,6,19,12,13,12,10,11,14,15,2,14,12,5,2,16,13
6,41.179,-73.216,6,19,3,13,2,5,14,7,4,3,9,8,6,15,13,13
6,41.179,-73.216,6,19,12,13,12,16,11,14,15,3,9,8,6,15,7,13
6,41.179,-73.217,6,19,3,19,2,5,14,7,4,5,1,0,2,4,13,13
6,41.179,-73.217,6,19,12,19,2,10,14,14,1,2,4,14,7,19,5,13
6,41.179,-73.216,6,19,12,1,2,16,4,7,4,9,9,8,6,15,3,13
6,41.177,-73.189,6,5,9,3,10,4,16,9,18,18,3,17,7,19,8,13
6,41.177,-73.189,6,5,13,13,5,10,11,19,18,18,8,14,7,19,5,13
6,41.178,-73.189,6,19,12,13,12,10,4,14,15,3,9,12,6,15,7,13
6,41.178,-73.189,6,19,12,13,5,19,7,19,5,18,3,14,7,19,5,13
6,41.197,-73.133,6,5,13,10,5,19,7,4,5,18,3,14,7,19,5,13
6,41.197,-73.133,6,19,12,13,15,19,7,19,5,12,14,19,5,16,16,13
6,41.197,-73.133,6,19,12,13,12,10,11,14,15,3,9,12,6,15,16,13
6,41.198,-73.133,6,19,12,13,12,16,4,7,15,3,9,8,6,15,7,13
6,41.198,-73.133,6,5,12,13,12,10,11,14,1,9,4,19,5,16,12,13
6,41.198,-73.133,6,19,12,13,12,10,11,14,5,2,4,12,17,2,12,13
3,41.105,-73.567,0,15,6,5,11,3,12,7,15,3,9,8,6,15,7,11
3,41.105,-73.567,0,15,6,5,11,3,12,10,16,11,1,0,2,4,13,11
3,41.105,-73.567,0,15,6,5,11,16,4,7,15,3,9,8,6,15,12,11
4,41.107,-73.484,0,15,6,5,11,16,4,7,15,3,9,8,2,4,13,6
3,41.107,-73.484,0,15,3,1,12,16,4,7,4,3,9,8,6,15,7,6
3,41.107,-73.484,0,8,6,1,11,3,12,10,16,11,1,8,6,15,7,6
4,41.126,-73.433,17,8,3,13,12,10,11,14,5,2,4,12,17,2,12,6
4,41.126,-73.433,17,15,3,1,2,3,12,7,15,3,9,8,6,15,7,6
4,41.126,-73.433,17,8,6,1,2,16,4,7,4,3,9,8,6,15,7,6
7,41.256,-72.876,4,12,13,3,5,4,15,19,5,2,4,12,17,2,12,17
7,41.256,-72.876,4,12,9,3,10,4,15,4,18,18,3,14,7,19,5,17
7,41.256,-72.876,4,5,13,3,5,4,15,4,18,18,8,4,1,8,8,17
5,41.316,-73.314,9,5,12,13,15,19,7,19,11,12,8,4,1,8,8,13
6,41.316,-73.314,9,19,12,19,2,5,14,1,1,9,14,19,5,16,16,13
5,41.316,-73.314,9,1,12,19,15,5,14,1,1,9,14,12,17,8,8,13
5,41.375,-73.513,9,1,12,19,12,10,11,19,1,2,4,12,17,2,12,1
5,41.375,-73.513,9,1,18,19,15,5,14,1,4,9,12,9,10,6,16,1
5,41.375,-73.513,9,1,18,14,13,17,8,13,8,5,12,9,2,4,13,1
5,41.374,-73.513,9,1,18,14,13,17,8,13,8,5,12,19,5,6,3,1
5,41.374,-73.513,9,1,18,14,13,17,14,7,4,9,14,19,5,16,16,1
5,41.374,-73.513,9,1,18,14,13,17,12,10,4,5,12,9,10,16,16,1
4,41.151,-73.427,17,8,3,13,15,10,11,14,4,9,14,19,5,15,7,6
4,41.151,-73.427,17,8,3,1,2,16,4,7,15,3,4,12,17,2,12,6
4,41.151,-73.427,17,8,3,1,2,16,12,7,4,5,12,9,2,6,3,6
4,41.151,-73.426,17,8,3,1,2,16,4,7,16,3,1,0,2,4,13,6
4,41.151,-73.426,17,8,3,5,11,16,4,7,4,3,1,8,2,4,16,6
4,41.151,-73.426,17,19,3,1,12,16,4,14,15,2,9,12,17,2,12,6
4,41.184,-73.421,17,8,12,19,2,5,14,7,4,3,9,19,6,15,16,6
4,41.184,-73.421,17,8,6,5,11,3,12,10,16,11,1,0,2,4,13,6
4,41.184,-73.421,17,8,3,5,11,3,12,10,16,11,1,0,2,4,13,6
4,41.195,-73.431,17,8,18,19,2,3,12,7,4,3,9,8,10,6,3,6
4,41.195,-73.431,17,8,18,5,2,5,14,7,4,2,4,12,7,2,12,6
4,41.195,-73.431,17,8,3,19,2,16,11,14,15,2,4,14,17,2,12,6
4,41.214,-73.428,17,8,12,19,12,10,11,14,4,2,14,12,5,16,8,6
4,41.214,-73.428,17,8,3,19,2,3,4,10,15,3,9,8,6,15,7,6
4,41.214,-73.428,17,8,18,19,2,16,12,10,16,11,1,0,2,4,7,6
4,41.214,-73.428,17,8,18,5,2,5,4,7,4,3,9,8,6,15,16,6
4,41.214,-73.428,17,8,12,19,2,5,14,1,4,3,9,8,10,15,3,6
4,41.214,-73.428,17,19,12,13,15,10,7,19,5,12,8,4,7,19,5,6
5,41.256,-73.434,17,1,12,13,15,5,14,1,4,5,12,9,2,6,13,6
4,41.256,-73.434,17,1,18,5,11,3,12,10,16,11,9,8,6,15,7,6
5,41.256,-73.434,17,1,6,5,11,3,12,10,16,11,9,8,6,15,7,6
5,41.275,-73.468,9,1,18,5,2,5,4,7,4,3,9,8,6,15,7,6
5,41.275,-73.468,9,1,18,19,13,5,14,7,4,9,9,8,6,15,7,6
5,41.275,-73.468,9,8,18,5,11,3,12,10,16,11,1,8,2,4,13,6
5,41.282,-73.487,9,1,18,19,2,5,14,13,4,5,1,8,2,15,13,6
5,41.282,-73.487,9,1,18,19,2,10,11,1,1,3,9,8,6,15,7,6
5,41.282,-73.487,9,8,6,5,11,3,4,7,16,11,9,8,6,15,7,6
5,41.336,-73.471,9,1,18,14,2,5,8,13,4,9,14,19,5,16,16,1
5,41.336,-73.471,9,1,18,14,2,5,14,7,4,3,9,19,5,8,8,1
5,41.336,-73.471,9,1,12,19,15,5,14,1,4,9,12,9,10,16,3,1
5,41.377,-73.472,9,1,18,14,13,17,8,13,4,5,12,9,10,16,3,1
5,41.377,-73.472,9,1,18,4,15,5,14,1,19,9,12,9,13,16,16,1
5,41.377,-73.472,9,1,18,19,2,5,14,13,4,5,12,9,10,6,3,1
5,41.377,-73.472,9,1,18,14,2,5,14,7,4,9,12,9,5,16,8,1
5,41.377,-73.472,9,1,18,14,2,17,8,13,8,5,12,9,6,15,7,1
5,41.377,-73.472,9,1,18,14,15,5,7,19,18,18,3,14,7,19,5,1
5,41.389,-73.515,9,1,18,14,13,17,8,13,4,9,14,4,1,8,11,1
5,41.389,-73.515,9,1,18,19,2,10,11,1,1,9,14,19,5,16,16,1
5,41.389,-73.515,9,1,18,14,13,17,8,13,4,5,12,19,10,6,16,1
5,41.405,-73.447,9,1,18,14,13,17,8,13,8,5,12,9,10,4,13,1
5,41.405,-73.447,9,19,18,13,5,19,14,1,1,12,8,4,1,8,8,1
5,41.405,-73.447,9,1,18,14,13,17,8,13,4,5,12,9,10,6,16,1
5,41.405,-73.447,9,1,18,14,13,17,8,13,8,5,12,9,10,6,3,1
5,41.405,-73.447,9,1,18,14,13,17,8,13,4,3,14,19,5,15,7,1
5,41.405,-73.447,9,1,18,14,13,5,14,1,4,9,14,19,5,16,16,1
5,41.453,-73.404,9,1,18,4,15,1,19,1,1,4,8,4,13,1,11,1
5,41.453,-73.404,9,1,18,14,13,1,19,6,19,4,10,2,13,1,11,1
5,41.453,-73.404,9,1,18,14,13,5,8,13,8,5,14,19,5,16,3,1
4,41.14,-73.364,17,19,3,1,12,16,4,7,15,3,9,8,6,15,7,6
4,41.14,-73.364,17,8,3,5,2,3,12,10,16,11,1,0,2,4,13,6
4,41.14,-73.364,17,19,3,1,12,16,4,14,15,3,9,8,6,15,12,6
4,41.14,-73.364,17,8,3,13,12,10,11,14,15,2,4,12,6,2,12,6
4,41.14,-73.364,17,8,3,1,12,10,11,14,1,2,14,19,5,16,16,6
4,41.14,-73.364,17,8,12,13,12,10,11,14,15,3,4,12,17,2,12,6
6,41.202,-73.222,6,19,12,19,2,5,8,13,4,9,14,4,1,8,8,13
6,41.202,-73.222,6,19,13,13,5,10,11,19,5,12,4,4,17,16,8,13
6,41.202,-73.222,6,19,12,19,2,5,14,1,1,12,14,19,5,16,16,13
6,41.201,-73.221,6,19,3,1,2,16,4,7,15,11,1,0,6,15,7,13
6,41.201,-73.221,6,19,12,13,5,10,11,19,1,12,3,6,7,5,9,13
6,41.201,-73.221,6,19,3,1,2,5,14,14,15,3,9,12,17,2,12,13
6,41.223,-73.246,6,19,12,19,2,5,14,1,4,9,14,19,5,16,16,13
6,41.223,-73.246,6,19,12,19,15,10,11,1,1,9,14,19,5,16,16,13
6,41.223,-73.246,6,19,12,19,12,16,4,7,4,3,9,8,6,15,7,13
6,41.221,-73.244,6,19,12,13,12,10,14,1,1,12,14,19,5,16,16,13
6,41.221,-73.244,6,19,18,1,2,5,4,7,4,3,9,8,6,15,7,13
6,41.221,-73.244,6,5,13,3,10,4,16,9,13,6,3,17,15,11,18,13
6,41.232,-73.187,6,19,12,19,2,5,14,1,4,3,9,12,17,16,16,13
6,41.232,-73.187,6,19,12,19,15,5,14,1,1,9,14,19,5,16,16,13
6,41.232,-73.187,6,19,12,19,2,5,14,1,1,9,14,19,5,16,3,13
6,41.232,-73.186,6,19,12,19,15,5,14,1,1,9,14,12,17,2,12,13
6,41.232,-73.186,6,5,13,13,5,10,7,19,5,12,8,12,17,2,8,13
6,41.232,-73.186,6,19,12,10,5,19,7,19,11,12,8,4,1,8,5,13
6,41.233,-73.159,6,19,13,13,15,10,11,1,5,12,8,4,1,8,8,13
6,41.233,-73.159,6,19,12,19,12,10,11,1,1,2,14,19,5,16,16,13
6,41.233,-73.159,6,19,12,13,15,5,14,1,1,2,14,19,5,16,16,13
6,41.198,-73.193,6,19,12,13,12,16,4,7,4,3,9,8,6,15,12,13
6,41.198,-73.193,6,19,12,13,15,5,14,14,4,9,14,19,6,15,7,13
6,41.219,-73.202,6,19,12,19,2,5,14,1,1,12,8,14,1,8,5,13
6,41.219,-73.202,6,19,12,13,12,10,14,1,4,9,14,19,5,2,12,13
6,41.219,-73.202,6,19,12,19,2,5,14,7,4,5,1,0,2,4,13,13
6,41.22,-73.201,6,19,12,13,12,10,15,19,5,2,4,14,7,19,9,13
6,41.22,-73.201,6,19,13,13,15,19,7,19,5,18,3,14,7,19,5,13
6,41.22,-73.201,6,19,13,13,5,19,7,19,11,12,8,4,1,2,16,13
17,41.258,-73.145,6,19,12,13,15,19,7,1,1,9,14,19,5,16,16,13
6,41.258,-73.145,6,19,13,10,5,4,7,19,5,12,8,14,17,2,12,13
6,41.258,-73.145,6,5,12,13,15,5,14,1,4,9,14,19,5,16,3,13
6,41.213,-73.085,6,5,12,13,5,4,15,4,5,18,4,14,7,2,8,13
6,41.213,-73.085,6,19,12,13,15,10,14,1,1,12,14,19,5,16,16,13
6,41.213,-73.085,6,19,12,13,5,10,7,1,11,12,8,4,1,8,8,13
6,41.227,-73.071,6,5,13,3,5,4,15,9,13,6,11,6,7,19,9,13
